ɔɪʁopa	ɔʏʁopa	ɔøropɑ	europa	x	Militärischer Vasall zu sein schadet einer gesunden Entwicklung siehe Kolumbien Iran sie sollten auch ev beachten dass ohne den marshallplan auch so mancher staat in europa noch ein bauernstaat wäre
kaltn	kaltən	kaltən	kalten	x	zu zeiten des kalten Krieges gab es eben mehr oder weniger nur die usa die die türkei hatte
kʁiɡəs	kʁigəs	kɾiɡəs	Krieges	x	zu zeiten des kalten Krieges gab es eben mehr oder weniger nur die usa die die türkei hatte
juɛseɪ	uza	uzɑ	usa	x	zu zeiten des kalten Krieges gab es eben mehr oder weniger nur die usa die die türkei hatte
aʊfɡʁʊnt	aʊfgʁʊnt	aʊfɡɾʊnt	aufgrund	x	und aufgrund der geographischen lage und daraus resultierenden spannungen gab es eben nur diesen ausweg
ɡeoɡʁafɪʃn	gəɔgʁafɪʃən	ɡeoɡɾɑfɪʃən	geographischen	x	und aufgrund der geographischen lage und daraus resultierenden spannungen gab es eben nur diesen ausweg
laɡə	lagə	lɑɡə	lage	x	und aufgrund der geographischen lage und daraus resultierenden spannungen gab es eben nur diesen ausweg
daʁaʊs	daʁaos	dɑraʊs	daraus	x	und aufgrund der geographischen lage und daraus resultierenden spannungen gab es eben nur diesen ausweg
ʁezʊltiʁəndn	ʁezʊltiʁɛndən	rezʊltirəndən	resultierenden	x	und aufgrund der geographischen lage und daraus resultierenden spannungen gab es eben nur diesen ausweg
pʁɔf	pʁof	pɾof	Prof	x	Prof Erbakan hat Herrn Kurtulmus bis zum Ende unterstützt als Parteiführer
hɛʁn	heɐʁn	hɛɾn	Herrn	x	Prof Erbakan hat Herrn Kurtulmus bis zum Ende unterstützt als Parteiführer
ʊntɐʃtʏtst	ʊntɛʁstʏtst	ʊntɜʃtytst	unterstützt	x	Prof Erbakan hat Herrn Kurtulmus bis zum Ende unterstützt als Parteiführer
paʁtaɪfyʁəʁ	paʁtaefyʁɐ	paɾtaɪfyrɜ	Parteiführer	x	Prof Erbakan hat Herrn Kurtulmus bis zum Ende unterstützt als Parteiführer
ɡʁʏndn	gʁʏndn	ɡɾyndən	Gründen	x	Er ist aus anderen Gründen gegangen aber sicher nicht wegen dem wie es oben geschildert wird
obm	oben	obən	oben	x	Er ist aus anderen Gründen gegangen aber sicher nicht wegen dem wie es oben geschildert wird
ɡəʃɪldɐt	gəʃɪldɛʁt	ɡəʃɪldɜt	geschildert	x	Er ist aus anderen Gründen gegangen aber sicher nicht wegen dem wie es oben geschildert wird
pʁɛzidɛntntʁikk	pʁɛzidɛntɛntʁɪk	pɾɛzidɛntɛntɾɪk	Präsidententrick	x	Kennen wird den Präsidententrick nicht schon von wem anderen
vaɪtɐhɪn	vaetɛʁɪn	vaɪtɜhɪn	weiterhin	x	weiterhin mit vollem Tempo in Richtung islamistischer Gottesstaat
ɡɔtəsʃtat	gɔtɛzstat	ɡɔtɛsʃtɑt	Gottesstaat	x	weiterhin mit vollem Tempo in Richtung islamistischer Gottesstaat
səʊdʒə	zogɐ	zoɡɜ	soger	x	sie hatte soger genügend sitze um alleine die verfassung zu ändern die hat die armee entmachtet
ɡənyɡnt	gənygɛnt	ɡənyɡənt	genügend	x	sie hatte soger genügend sitze um alleine die verfassung zu ändern die hat die armee entmachtet
aʁme	aʁməə	aɾme	armee	x	sie hatte soger genügend sitze um alleine die verfassung zu ändern die hat die armee entmachtet
naxvaɪslɪc	naxvaeslɪc	naxvaɪzlɪc	nachweislich	x	und selbst wenn in der türkei gibt es nachweislich freie demokratische wahlen
lɔɪtə	lɔʏtə	lɔøtə	leute	x	wenn die leute die akp wählen und ein gottesstaat eingerichtet wird hatt sich das volk dafür ausgesprochen kommt aus einer ecke ideologischer sekten die selber der vergangenheit angehören
aɪnɡəʁɪctət	aengəʁɪctət	aɪnɡərɪctət	eingerichtet	x	wenn die leute die akp wählen und ein gottesstaat eingerichtet wird hatt sich das volk dafür ausgesprochen kommt aus einer ecke ideologischer sekten die selber der vergangenheit angehören
hæt	hat	hat	hatt	x	wenn die leute die akp wählen und ein gottesstaat eingerichtet wird hatt sich das volk dafür ausgesprochen kommt aus einer ecke ideologischer sekten die selber der vergangenheit angehören
aʊsɡəʃpʁɔxn	aosgəʃpʁɔxən	aʊsɡəʃpɾɔxən	ausgesprochen	x	wenn die leute die akp wählen und ein gottesstaat eingerichtet wird hatt sich das volk dafür ausgesprochen kommt aus einer ecke ideologischer sekten die selber der vergangenheit angehören
ideoloɡɪʃɐ	ideologɪʃɐ	ideoloɡɪʃɜ	ideologischer	x	wenn die leute die akp wählen und ein gottesstaat eingerichtet wird hatt sich das volk dafür ausgesprochen kommt aus einer ecke ideologischer sekten die selber der vergangenheit angehören
zɛktn	zɛktən	zɛktən	sekten	x	wenn die leute die akp wählen und ein gottesstaat eingerichtet wird hatt sich das volk dafür ausgesprochen kommt aus einer ecke ideologischer sekten die selber der vergangenheit angehören
fɛɐɡaŋənhaɪt	fɛɐgaŋənhaɪt	fɛɾɡaŋənhaɪt	vergangenheit	x	wenn die leute die akp wählen und ein gottesstaat eingerichtet wird hatt sich das volk dafür ausgesprochen kommt aus einer ecke ideologischer sekten die selber der vergangenheit angehören
anɡəhøʁən	angəhøʁən	anɡəhørən	angehören	x	wenn die leute die akp wählen und ein gottesstaat eingerichtet wird hatt sich das volk dafür ausgesprochen kommt aus einer ecke ideologischer sekten die selber der vergangenheit angehören
ɛɐfɔlkʁaɪcɐ	ɛɐfɔlgʁaecɐ	ɛɾfɔlɡɾaɪcɜ	erfolgreicher	x	noch nie war die türkei erfolgreicher als jetzt und das passt weder den islamisten die erdogan als zionisten freimaurer und kirchenbauer denunzieren noch kemalistischen dinosauriern und pkk extremisten die erdogan genau des gegenteils bezichtigen
ɪslamɪstn	ɪslamɪstən	ɪslamɪstən	islamisten	x	noch nie war die türkei erfolgreicher als jetzt und das passt weder den islamisten die erdogan als zionisten freimaurer und kirchenbauer denunzieren noch kemalistischen dinosauriern und pkk extremisten die erdogan genau des gegenteils bezichtigen
tsionɪstn	tsɪonɪstən	tsɪonɪstən	zionisten	x	noch nie war die türkei erfolgreicher als jetzt und das passt weder den islamisten die erdogan als zionisten freimaurer und kirchenbauer denunzieren noch kemalistischen dinosauriern und pkk extremisten die erdogan genau des gegenteils bezichtigen
fʁaɪmaʊʁɐ	fʁaemauɐɐ	fraɪmaʊrɜ	freimaurer	x	noch nie war die türkei erfolgreicher als jetzt und das passt weder den islamisten die erdogan als zionisten freimaurer und kirchenbauer denunzieren noch kemalistischen dinosauriern und pkk extremisten die erdogan genau des gegenteils bezichtigen
kɪʁcənbaʊeɐ	kɪʁcɛnbaoɐ	kɪɾcənbaʊɜ	kirchenbauer	x	noch nie war die türkei erfolgreicher als jetzt und das passt weder den islamisten die erdogan als zionisten freimaurer und kirchenbauer denunzieren noch kemalistischen dinosauriern und pkk extremisten die erdogan genau des gegenteils bezichtigen
kemalɪstɪʃn	kəmalɪstɪʃən	kemalɪstɪʃən	kemalistischen	x	noch nie war die türkei erfolgreicher als jetzt und das passt weder den islamisten die erdogan als zionisten freimaurer und kirchenbauer denunzieren noch kemalistischen dinosauriern und pkk extremisten die erdogan genau des gegenteils bezichtigen
dinozaʊʁiɐn	dinozaoʁiʁn	dinozaʊriɾn	dinosauriern	x	noch nie war die türkei erfolgreicher als jetzt und das passt weder den islamisten die erdogan als zionisten freimaurer und kirchenbauer denunzieren noch kemalistischen dinosauriern und pkk extremisten die erdogan genau des gegenteils bezichtigen
pkk	pk	pekɑkɑ	pkk	x	noch nie war die türkei erfolgreicher als jetzt und das passt weder den islamisten die erdogan als zionisten freimaurer und kirchenbauer denunzieren noch kemalistischen dinosauriern und pkk extremisten die erdogan genau des gegenteils bezichtigen
ɛkstʁemɪstn	ɛkstʁəmɪstən	ɛkstɾemɪstən	extremisten	x	noch nie war die türkei erfolgreicher als jetzt und das passt weder den islamisten die erdogan als zionisten freimaurer und kirchenbauer denunzieren noch kemalistischen dinosauriern und pkk extremisten die erdogan genau des gegenteils bezichtigen
ɡeɡntaɪls	gəgəntaels	ɡeɡəntaɪls	gegenteils	x	noch nie war die türkei erfolgreicher als jetzt und das passt weder den islamisten die erdogan als zionisten freimaurer und kirchenbauer denunzieren noch kemalistischen dinosauriern und pkk extremisten die erdogan genau des gegenteils bezichtigen
bətsɪctɪɡn	bətsɪctɪgən	bətsɪctɪɡən	bezichtigen	x	noch nie war die türkei erfolgreicher als jetzt und das passt weder den islamisten die erdogan als zionisten freimaurer und kirchenbauer denunzieren noch kemalistischen dinosauriern und pkk extremisten die erdogan genau des gegenteils bezichtigen
tsuɔʁdnən	tsuɔʁtnən	tsuɔɾdnən	zuordnen	x	Sie mich zuordnen selbst bezeichne ich mich jedenfalls als linksliberal und sehe mich dabei nicht als Extremist
lɪŋkslibeʁal	lɪŋkslibɐal	lɪŋksliberɑl	linksliberal	x	Sie mich zuordnen selbst bezeichne ich mich jedenfalls als linksliberal und sehe mich dabei nicht als Extremist
ɛkstʁemɪst	ɛkstʁəmɪst	ɛkstɾemɪst	Extremist	x	Sie mich zuordnen selbst bezeichne ich mich jedenfalls als linksliberal und sehe mich dabei nicht als Extremist
hɛʁaʊs	hɛʁaos	hɛraʊs	heraus	x	Gerade aus dieser Sichtweise heraus lehne ich jegliche Bevormundung bzw Einschränkung durch eine Religion oder sonstige totalitäre Ideologie entschieden ab
aɪnʃʁɛŋkʊŋ	aenʃʁɛŋkʊŋ	aɪnʃrɛnkʊŋ	Einschränkung	x	Gerade aus dieser Sichtweise heraus lehne ich jegliche Bevormundung bzw Einschränkung durch eine Religion oder sonstige totalitäre Ideologie entschieden ab
ʁeliɡion	ʁeligjon	relɪɡion	Religion	x	Gerade aus dieser Sichtweise heraus lehne ich jegliche Bevormundung bzw Einschränkung durch eine Religion oder sonstige totalitäre Ideologie entschieden ab
tʁøstət	tʁœstət	tɾœstət	tröstet	x	Und falls es Sie tröstet ich fange mit hiesigen Spinnern die unbedingt einen Gottesbezug in die Verfassung schreiben wollen und die fanatisch an Glaubenssymbolen wie Kruzifixe in öffentlichen Gebäuden und Schulen festhalten genauso wenig an wie mit islamistischen Eiferern die am Liebsten alle Frauen zumindest unter Kopftüchern und die gesamte Bevölkerung nur gehorsam und asketisch leben sehen wollen
hizɪɡn	hiəsɪgən	hizɪɡən	hiesigen	x	Und falls es Sie tröstet ich fange mit hiesigen Spinnern die unbedingt einen Gottesbezug in die Verfassung schreiben wollen und die fanatisch an Glaubenssymbolen wie Kruzifixe in öffentlichen Gebäuden und Schulen festhalten genauso wenig an wie mit islamistischen Eiferern die am Liebsten alle Frauen zumindest unter Kopftüchern und die gesamte Bevölkerung nur gehorsam und asketisch leben sehen wollen
ʃpɪnɐn	ʃpɪnnɛʁn	ʃpɪnɜn	Spinnern	x	Und falls es Sie tröstet ich fange mit hiesigen Spinnern die unbedingt einen Gottesbezug in die Verfassung schreiben wollen und die fanatisch an Glaubenssymbolen wie Kruzifixe in öffentlichen Gebäuden und Schulen festhalten genauso wenig an wie mit islamistischen Eiferern die am Liebsten alle Frauen zumindest unter Kopftüchern und die gesamte Bevölkerung nur gehorsam und asketisch leben sehen wollen
ɡɔtəsbətsuɡ	gɔtɛsbetsuk	ɡɔtɛsbetsuk	Gottesbezug	x	Und falls es Sie tröstet ich fange mit hiesigen Spinnern die unbedingt einen Gottesbezug in die Verfassung schreiben wollen und die fanatisch an Glaubenssymbolen wie Kruzifixe in öffentlichen Gebäuden und Schulen festhalten genauso wenig an wie mit islamistischen Eiferern die am Liebsten alle Frauen zumindest unter Kopftüchern und die gesamte Bevölkerung nur gehorsam und asketisch leben sehen wollen
ɡlaʊbmszʏmbolɛn	glaobɛnszʏmbolən	ɡlaʊbənsymbolən	Glaubenssymbolen	x	Und falls es Sie tröstet ich fange mit hiesigen Spinnern die unbedingt einen Gottesbezug in die Verfassung schreiben wollen und die fanatisch an Glaubenssymbolen wie Kruzifixe in öffentlichen Gebäuden und Schulen festhalten genauso wenig an wie mit islamistischen Eiferern die am Liebsten alle Frauen zumindest unter Kopftüchern und die gesamte Bevölkerung nur gehorsam und asketisch leben sehen wollen
kʁutsifɪksə	kʁutsifiksə	kɾutsifɪksə	Kruzifixe	x	Und falls es Sie tröstet ich fange mit hiesigen Spinnern die unbedingt einen Gottesbezug in die Verfassung schreiben wollen und die fanatisch an Glaubenssymbolen wie Kruzifixe in öffentlichen Gebäuden und Schulen festhalten genauso wenig an wie mit islamistischen Eiferern die am Liebsten alle Frauen zumindest unter Kopftüchern und die gesamte Bevölkerung nur gehorsam und asketisch leben sehen wollen
œfntlɪcn	œffɛntlɪcən	œfəntlɪcən	öffentlichen	x	Und falls es Sie tröstet ich fange mit hiesigen Spinnern die unbedingt einen Gottesbezug in die Verfassung schreiben wollen und die fanatisch an Glaubenssymbolen wie Kruzifixe in öffentlichen Gebäuden und Schulen festhalten genauso wenig an wie mit islamistischen Eiferern die am Liebsten alle Frauen zumindest unter Kopftüchern und die gesamte Bevölkerung nur gehorsam und asketisch leben sehen wollen
ɡəbɔɪdn	gəbɔɔʏdən	ɡəbɔødən	Gebäuden	x	Und falls es Sie tröstet ich fange mit hiesigen Spinnern die unbedingt einen Gottesbezug in die Verfassung schreiben wollen und die fanatisch an Glaubenssymbolen wie Kruzifixe in öffentlichen Gebäuden und Schulen festhalten genauso wenig an wie mit islamistischen Eiferern die am Liebsten alle Frauen zumindest unter Kopftüchern und die gesamte Bevölkerung nur gehorsam und asketisch leben sehen wollen
fɛsthaltn	fɛsthaltən	fɛsthaltən	festhalten	x	Und falls es Sie tröstet ich fange mit hiesigen Spinnern die unbedingt einen Gottesbezug in die Verfassung schreiben wollen und die fanatisch an Glaubenssymbolen wie Kruzifixe in öffentlichen Gebäuden und Schulen festhalten genauso wenig an wie mit islamistischen Eiferern die am Liebsten alle Frauen zumindest unter Kopftüchern und die gesamte Bevölkerung nur gehorsam und asketisch leben sehen wollen
ɪslamɪstɪʃn	ɪslamɪstɪʃən	ɪslamɪstɪʃən	islamistischen	x	Und falls es Sie tröstet ich fange mit hiesigen Spinnern die unbedingt einen Gottesbezug in die Verfassung schreiben wollen und die fanatisch an Glaubenssymbolen wie Kruzifixe in öffentlichen Gebäuden und Schulen festhalten genauso wenig an wie mit islamistischen Eiferern die am Liebsten alle Frauen zumindest unter Kopftüchern und die gesamte Bevölkerung nur gehorsam und asketisch leben sehen wollen
aɪfəʁɐn	aefeʁɛʁn	aɪferɜn	Eiferern	x	Und falls es Sie tröstet ich fange mit hiesigen Spinnern die unbedingt einen Gottesbezug in die Verfassung schreiben wollen und die fanatisch an Glaubenssymbolen wie Kruzifixe in öffentlichen Gebäuden und Schulen festhalten genauso wenig an wie mit islamistischen Eiferern die am Liebsten alle Frauen zumindest unter Kopftüchern und die gesamte Bevölkerung nur gehorsam und asketisch leben sehen wollen
kɔpftycɐn	kɔpftʏcɛʁn	kɔpftycɜn	Kopftüchern	x	Und falls es Sie tröstet ich fange mit hiesigen Spinnern die unbedingt einen Gottesbezug in die Verfassung schreiben wollen und die fanatisch an Glaubenssymbolen wie Kruzifixe in öffentlichen Gebäuden und Schulen festhalten genauso wenig an wie mit islamistischen Eiferern die am Liebsten alle Frauen zumindest unter Kopftüchern und die gesamte Bevölkerung nur gehorsam und asketisch leben sehen wollen
ɡəhoɐzam	gəhoʁzal	ɡəhɔɜzɑm	gehorsam	x	Und falls es Sie tröstet ich fange mit hiesigen Spinnern die unbedingt einen Gottesbezug in die Verfassung schreiben wollen und die fanatisch an Glaubenssymbolen wie Kruzifixe in öffentlichen Gebäuden und Schulen festhalten genauso wenig an wie mit islamistischen Eiferern die am Liebsten alle Frauen zumindest unter Kopftüchern und die gesamte Bevölkerung nur gehorsam und asketisch leben sehen wollen
aɪzɪk	aɪzɪc	aɪzɪc	eisig	x	Glatt oder eisig war die Straße laut den Einsatzkräften nicht
ʃtʁasə	ʃtʁaszə	ʃtɾɑsə	Straße	x	Glatt oder eisig war die Straße laut den Einsatzkräften nicht
aɪnzatskʁɛftn	aenzatskʁɛftən	aɪnzatskɾɛftən	Einsatzkräften	x	Glatt oder eisig war die Straße laut den Einsatzkräften nicht
aʊfpʁals	aofpʁalls	aʊfpɾals	Aufpralls	x	Durch die Wucht des Aufpralls wurde ein Pkw aufs Dach geschleudert der zweite landete im Feld neben der Straße so die Feuerwehr
ɡəʃlɔɪdɐt	gəʃlɔɔʏdɛʁt	ɡəʃlɔødɜt	geschleudert	x	Durch die Wucht des Aufpralls wurde ein Pkw aufs Dach geschleudert der zweite landete im Feld neben der Straße so die Feuerwehr
fɔɪɐveɐ	fɔɔʏɐveʁ	fɔøɜveɾ	Feuerwehr	x	Durch die Wucht des Aufpralls wurde ein Pkw aufs Dach geschleudert der zweite landete im Feld neben der Straße so die Feuerwehr
faɐtsɔɪɡə	faʁtsɔɔʏgə	fɑɾtsɔøɡə	Fahrzeuge	x	Die Fahrzeuge seien völlig deformiert und durch den direkten Zusammenprall rund eineinhalb Meter zusammengestaucht worden
defɔʁmiɐt	defɔʁmiʁt	defɔɾmiɾt	deformiert	x	Die Fahrzeuge seien völlig deformiert und durch den direkten Zusammenprall rund eineinhalb Meter zusammengestaucht worden
diʁɛktn	diʁɛktən	dirɛktən	direkten	x	Die Fahrzeuge seien völlig deformiert und durch den direkten Zusammenprall rund eineinhalb Meter zusammengestaucht worden
tsuzamənpʁal	tsuzammɛnpʁall	tsuzamənpɾal	Zusammenprall	x	Die Fahrzeuge seien völlig deformiert und durch den direkten Zusammenprall rund eineinhalb Meter zusammengestaucht worden
vɔʁdn	vɔʁdən	vɔɾdən	worden	x	Die Fahrzeuge seien völlig deformiert und durch den direkten Zusammenprall rund eineinhalb Meter zusammengestaucht worden
ɪnzasn	ɪnzaszən	ɪnzasən	Insassen	x	Beide Insassen waren vermutlich sofort tot und mussten von den Einsatzkräften aus den Fahrzeugen herausgeschnitten werden
faɐtsɔɪɡn	faʁtsɔɔʏgən	fɑɾtsɔøɡən	Fahrzeugen	x	Beide Insassen waren vermutlich sofort tot und mussten von den Einsatzkräften aus den Fahrzeugen herausgeschnitten werden
hɛʁaʊsɡəʃnɪtn	hɛʁaosgəʃnɪtən	hɛraʊsɡəʃnɪtən	herausgeschnitten	x	Beide Insassen waren vermutlich sofort tot und mussten von den Einsatzkräften aus den Fahrzeugen herausgeschnitten werden
ʃtʊndn	ʃtʊndən	ʃtʊndən	Stunden	x	Nach fünf Stunden Brand aus Der Mann konnte nicht mehr alleine aus der Wanne steigen Ins Krankenhaus gebracht
ʃtaɪɡn	ʃtaɪgən	ʃtaɪɡən	steigen	x	Nach fünf Stunden Brand aus Der Mann konnte nicht mehr alleine aus der Wanne steigen Ins Krankenhaus gebracht
kʁaŋknhaʊs	kʁaŋkənhaʊs	kɾankənhaʊs	Krankenhaus	x	Nach fünf Stunden Brand aus Der Mann konnte nicht mehr alleine aus der Wanne steigen Ins Krankenhaus gebracht
ɡəbʁaxt	gəbʁaxt	ɡəbɾaxt	gebracht	x	Nach fünf Stunden Brand aus Der Mann konnte nicht mehr alleine aus der Wanne steigen Ins Krankenhaus gebracht
baɪdn	bəidən	baɪdən	beiden	x	Die beiden waren zufällig auf derselben Straße unterwegs gewesen Landeschemiker
tsufɛlɪk	tsufɛlɪc	tsufɛlɪc	zufällig	x	Die beiden waren zufällig auf derselben Straße unterwegs gewesen Landeschemiker
deɐzɛlbn	dɛʁzɛlbən	dɛɾzɛlbən	derselben	x	Die beiden waren zufällig auf derselben Straße unterwegs gewesen Landeschemiker
ʊntɐveks	ʊntɛʁvɛks	ʊntɜvɛks	unterwegs	x	Die beiden waren zufällig auf derselben Straße unterwegs gewesen Landeschemiker
ɡəvezn	gəvezn	ɡəvezən	gewesen	x	Die beiden waren zufällig auf derselben Straße unterwegs gewesen Landeschemiker
landəskhemikeɐ	landɛʃemikɐ	landəscemɪkɜ	Landeschemiker	x	Die beiden waren zufällig auf derselben Straße unterwegs gewesen Landeschemiker
