grapheme	label	olaph	espeak	gruut	olaph_source	olaph_splits	olaph_per	espeak_per	gruut_per
acedadas	aθedadas	aθeðaðas	ˌaθeðˈaðas	aθedadas	dict	[]	0.250	0.500	0.000
acedado	aθedado	aθeðaðo	ˌaθeðˈaðo	aθedado	dict	[]	0.286	0.571	0.000
acedados	aθedados	aθeðaðos	ˌaθeðˈaðos	aθedados	dict	[]	0.250	0.500	0.000
acedamos	aθedamos	aθeðamos	ˌaθeðˈamos	aθedamos	dict	[]	0.125	0.375	0.000
acedar	aθedaɾ	aθeðaɾ	ˌaθeðˈaɾ	aθedaɾ	dict	[]	0.167	0.500	0.000
acedas	aθedas	aθeðas	aθˈeðas	aθedas	dict	[]	0.167	0.333	0.000
acedera	aθedeɾa	aθeðeɾa	ˌaθeðˈeɾa	aθedeɾa	dict	[]	0.143	0.429	0.000
acederaque	aθedeɾake	aθeðeɾake	ˌaθeðeɾˈake	aθedeɾake	compound	acedera|que	0.111	0.333	0.000
acedo	aθedo	aθeðo	aθˈeðo	aθedo	dict	[]	0.200	0.400	0.000
acedía	aθedia	aθeˈðia	ˌaθeðˈia	aθedia	dict	[]	0.333	0.500	0.000
acefalia	aθefalja	aθefalja	ˌaθefˈalja	aθefalʝa	compound	ace|fa|lia	0.000	0.250	0.125
acefalía	aθefalia	aθefaˈlia	ˌaθefalˈia	aθefalia	dict	[]	0.125	0.250	0.000
aceifa	aθeifa	aθeifa	aθˈeɪfa	aθeifa	compound	ace|if|a	0.000	0.333	0.000
aceitada	aθeitada	aθeitaða	ˌaθeɪtˈaða	aθeitada	dict	[]	0.125	0.500	0.000
aceitadas	aθeitadas	aθeitaðas	ˌaθeɪtˈaðas	aθeitadas	dict	[]	0.111	0.444	0.000
aceitado	aθeitado	aθeitaðo	ˌaθeɪtˈaðo	aθeitado	dict	[]	0.125	0.500	0.000
aceitados	aθeitados	aθeitaðos	ˌaθeɪtˈaðos	aθeitados	dict	[]	0.111	0.444	0.000
aceitamos	aθeitamos	aθeitamos	ˌaθeɪtˈamos	aθeitamos	dict	[]	0.000	0.333	0.000
aceitando	aθeitando	aθeitando	ˌaθeɪtˈando	aθeitando	dict	[]	0.000	0.333	0.000
aceitar	aθeitaɾ	aθeitaɾ	ˌaθeɪtˈaɾ	aθeitaɾ	dict	[]	0.000	0.429	0.000
aceitazo	aθeitaθo	aθeitaθo	ˌaθeɪtˈaθo	aθeitaθo	dict	[]	0.000	0.375	0.000
aceitazos	aθeitaθos	aθeitaθos	ˌaθeɪtˈaθos	aθeitaθos	dict	[]	0.000	0.333	0.000
aceite	aθeite	aθeite	aθˈeɪte	aθeite	dict	[]	0.000	0.333	0.000
aceitera	aθeiteɾa	aθeiteɾa	ˌaθeɪtˈeɾa	aθeiteɾa	dict	[]	0.000	0.375	0.000
aceitero	aθeiteɾo	aθeiteɾo	ˌaθeɪtˈeɾo	aθeiteɾo	dict	[]	0.000	0.375	0.000
aceites	aθeites	aθeites	aθˈeɪtes	aθeites	dict	[]	0.000	0.286	0.000
aceitosa	aθeitosa	aθeitosa	ˌaθeɪtˈosa	aθeitosa	dict	[]	0.000	0.375	0.000
aceitoso	aθeitoso	aθeitoso	ˌaθeɪtˈoso	aθeitoso	dict	[]	0.000	0.375	0.000
aceituna	aθeituna	aθeituna	ˌaθeɪtˈuna	aθeituna	dict	[]	0.000	0.375	0.000
aceitunado	aθeitunado	aθeitunaðo	ˌaθeɪtunˈaðo	aθeitunado	dict	[]	0.100	0.400	0.000
aceitunero	aθeituneɾo	aθeituneɾo	ˌaθeɪtunˈeɾo	aθeituneɾo	dict	[]	0.000	0.300	0.000
aceitunil	aθeitunil	aθeitunil	ˌaθeɪtunˈil	aθeitunil	dict	[]	0.000	0.333	0.000
aceituno	aθeituno	aθeituno	ˌaθeɪtˈuno	aθeituno	dict	[]	0.000	0.375	0.000
aceleración	aθeleɾaθjon	aθeleɾaˈθjon	ˌaθelˌeɾaθjˈon	aθeleɾaθʝon	dict	[]	0.091	0.273	0.091
acelerada	aθeleɾada	aθeleɾaða	ˌaθeleɾˈaða	aθeleɾada	dict	[]	0.111	0.333	0.000
aceleradas	aθeleɾadas	aθeleɾaðas	ˌaθeleɾˈaðas	aθeleɾadas	dict	[]	0.100	0.300	0.000
acelerado	aθeleɾado	aθeleɾaðo	ˌaθeleɾˈaðo	aθeleɾado	dict	[]	0.111	0.333	0.000
acelerador	aθeleɾadoɾ	aθeleɾaðoɾ	ˌaθelˌeɾaðˈoɾ	aθeleɾadoɾ	dict	[]	0.100	0.400	0.000
aceleradora	aθeleɾadoɾa	aθeleɾaðoɾa	ˌaθelˌeɾaðˈoɾa	aθeleɾadoɾa	dict	[]	0.091	0.364	0.000
aceleradores	aθeleɾadoɾes	aθeleɾaðoɾes	ˌaθelˌeɾaðˈoɾes	aθeleɾadoɾes	dict	[]	0.083	0.333	0.000
acelerados	aθeleɾados	aθeleɾaðos	ˌaθeleɾˈaðos	aθeleɾados	dict	[]	0.100	0.300	0.000
aceleramiento	aθeleɾamjento	aθeleɾamjento	ˌaθelˌeɾamjˈɛnto	aθeleɾamʝento	dict	[]	0.000	0.308	0.077
aceleramos	aθeleɾamos	aθeleɾamos	ˌaθeleɾˈamos	aθeleɾamos	dict	[]	0.000	0.200	0.000
acelerando	aθeleɾando	aθeleɾando	ˌaθeleɾˈando	aθeleɾando	dict	[]	0.000	0.200	0.000
acelerante	aθeleɾante	aθeleɾante	ˌaθeleɾˈante	aθeleɾante	compound	aceleran|te	0.000	0.200	0.000
acelerar	aθeleɾaɾ	aθeleɾaɾ	ˌaθeleɾˈaɾ	aθeleɾaɾ	dict	[]	0.000	0.250	0.000
acelerómetro	aθeleɾometɾo	aθeleˈɾometɾo	ˌaθeleɾˈometɾo	aθeleɾometɾo	compound	aceleró|metro	0.083	0.167	0.000
acelerómetros	aθeleɾometɾos	aθeleˈɾometɾos	ˌaθeleɾˈometɾos	aθeleɾometɾos	compound	aceleró|metros	0.077	0.154	0.000
acelerón	aθeleɾon	aθeleˈɾon	ˌaθeleɾˈon	aθeleɾon	compound	aceleró|n	0.125	0.250	0.000
acelga	aθelɡa	aθelga	aθˈelɣa	aθelga	dict	[]	0.167	0.333	0.167
acelomado	aθelomado	aθelomaðo	ˌaθelomˈaðo	aθelomado	compound	ace|lomado	0.111	0.333	0.000
acemilera	aθemileɾa	aθemileɾa	ˌaθemilˈeɾa	aθemileɾa	dict	[]	0.000	0.222	0.000
acemilero	aθemileɾo	aθemileɾo	ˌaθemilˈeɾo	aθemileɾo	dict	[]	0.000	0.222	0.000
acemite	aθemite	aθemite	ˌaθemˈite	aθemite	dict	[]	0.000	0.286	0.000
acender	aθendeɾ	aθender	ˌaθendˈeɾ	aθendeɾ	compound	acen|de|r	0.143	0.286	0.000
acendrado	aθendɾado	aθendɾaðo	ˌaθendɾˈaðo	aθendɾado	dict	[]	0.111	0.333	0.000
acendrar	aθendɾaɾ	aθendɾaɾ	ˌaθendɾˈaɾ	aθendɾaɾ	dict	[]	0.000	0.250	0.000
acendría	aθendɾia	aθenˈdɾia	ˌaθendɾˈia	aθendɾia	compound	acen|dría	0.125	0.250	0.000
aceno	aθeno	aθeno	aθˈeno	aθeno	compound	acen|o	0.000	0.200	0.000
acenocumarol	aθenokumaɾol	aθenokumaɾol	ˌaθenˌokumaɾˈol	aθenokumaɾol	compound	acen|oc|um|aro|l	0.000	0.250	0.000
acensada	aθensada	aθensaða	ˌaθensˈaða	aθensada	compound	a|censada	0.125	0.375	0.000
acensadas	aθensadas	aθensaðas	ˌaθensˈaðas	aθensadas	compound	a|censadas	0.111	0.333	0.000
acensado	aθensado	aθensaðo	ˌaθensˈaðo	aθensado	compound	a|censado	0.125	0.375	0.000
acensados	aθensados	aθensaðos	ˌaθensˈaðos	aθensados	compound	a|censados	0.111	0.333	0.000
acensar	aθensaɾ	aθensaɾ	ˌaθensˈaɾ	aθensaɾ	compound	a|censar	0.000	0.286	0.000
acensuada	aθenswada	aθenswaða	ˌaθenswˈaða	aθenswada	compound	acensu|ada	0.111	0.333	0.000
acensuadas	aθenswadas	aθenswadas	ˌaθenswˈaðas	aθenswadas	compound	acensu|adas	0.000	0.300	0.000
acensuado	aθenswado	aθenswado	ˌaθenswˈaðo	aθenswado	compound	acensu|ado	0.000	0.333	0.000
acensuados	aθenswados	aθenswados	ˌaθenswˈaðos	aθenswados	compound	acensu|ados	0.000	0.300	0.000
acensuar	aθenswaɾ	aθenswaɾ	ˌaθenswˈaɾ	aθenswaɾ	compound	acensu|ar	0.000	0.250	0.000
acento	aθento	aθento	aθˈɛnto	aθento	dict	[]	0.000	0.333	0.000
acentos	aθentos	aθentos	aθˈɛntos	aθentos	dict	[]	0.000	0.286	0.000
acentuación	aθentwaθjon	aθentwaˈθjon	ˌaθentwaθjˈon	aθentwaθʝon	dict	[]	0.091	0.182	0.091
acentuada	aθentwada	aθentwaða	ˌaθentwˈaða	aθentwada	dict	[]	0.111	0.333	0.000
acentuadas	aθentwadas	aθentwaðas	ˌaθentwˈaðas	aθentwadas	dict	[]	0.100	0.300	0.000
acentuado	aθentwado	aθentwaðo	ˌaθentwˈaðo	aθentwado	dict	[]	0.111	0.333	0.000
acentuados	aθentwados	aθentwaðos	ˌaθentwˈaðos	aθentwados	dict	[]	0.100	0.300	0.000
acentual	aθentwal	aθentwal	ˌaθentwˈal	aθentwal	dict	[]	0.000	0.250	0.000
acentuar	aθentwaɾ	aθentwaɾ	ˌaθentwˈaɾ	aθentwaɾ	dict	[]	0.000	0.250	0.000
acepción	aθebθjon	aθeˈpθjon	ˌaθepθjˈon	aθepθʝon	dict	[]	0.250	0.375	0.250
acepillada	aθepiʝada	aθepiʎaða	ˌaθepiʎˈaða	aθepiʎada	dict	[]	0.222	0.444	0.111
acepilladas	aθepiʝadas	aθepiʎaðas	ˌaθepiʎˈaðas	aθepiʎadas	dict	[]	0.200	0.400	0.100
acepillado	aθepiʝado	aθepiʎaðo	ˌaθepiʎˈaðo	aθepiʎado	dict	[]	0.222	0.444	0.111
acepillados	aθepiʝados	aθepiʎaðos	ˌaθepiʎˈaðos	aθepiʎados	dict	[]	0.200	0.400	0.100
acepillar	aθepiʝaɾ	aθepiʎaɾ	ˌaθepiʎˈaɾ	aθepiʎaɾ	dict	[]	0.125	0.375	0.125
aceptabilidad	aθebtabilidad	aθeptaβiliðað	ˌaθepːtˌaβiliðˈad	aθeptabilidad	dict	[]	0.308	0.538	0.077
aceptable	aθebtable	aθeptaβle	ˌaθepːtˈaβle	aθeptable	dict	[]	0.222	0.556	0.111
aceptablemente	aθebtablemente	aθeptaβlemente	ˌaθepːtˈaβlemˈente	aθeptablemente	compound	aceptable|mente	0.143	0.429	0.071
aceptación	aθebtaθjon	aθeptaˈθjon	ˌaθepːtaθjˈon	aθeptaθʝon	dict	[]	0.200	0.400	0.200
aceptada	aθebtada	aθeptaða	ˌaθepːtˈaða	aθeptada	dict	[]	0.250	0.625	0.125
aceptadas	aθebtadas	aθeptaðas	ˌaθepːtˈaðas	aθeptadas	dict	[]	0.222	0.556	0.111
aceptado	aθebtado	aθeptaðo	ˌaθepːtˈaðo	aθeptado	dict	[]	0.250	0.625	0.125
aceptador	aθebtadoɾ	aθeptaðoɾ	ˌaθepːtaðˈoɾ	aθeptadoɾ	dict	[]	0.222	0.556	0.111
aceptados	aθebtados	aθeptaðos	ˌaθepːtˈaðos	aθeptados	dict	[]	0.222	0.556	0.111
aceptante	aθebtante	aθeptante	ˌaθepːtˈante	aθeptante	dict	[]	0.111	0.444	0.111
aceptantes	aθebtantes	aθeptantes	ˌaθepːtˈantes	aθeptantes	dict	[]	0.100	0.400	0.100
aceptar	aθebtaɾ	aθeptaɾ	ˌaθepːtˈaɾ	aθeptaɾ	dict	[]	0.143	0.571	0.143
aceptas	aθebtas	aθeptas	aθˈepːtas	aθeptas	dict	[]	0.143	0.429	0.143
aceptor	aθebtoɾ	aθeptor	ˌaθepːtˈoɾ	aθeptoɾ	compound	acepto|r	0.286	0.571	0.143
aceptores	aθebtoɾes	aθeptores	ˌaθepːtˈoɾes	aθeptoɾes	compound	acepto|res	0.222	0.444	0.111
acequia	aθekja	aθekja	aθˈekja	aθekʝa	dict	[]	0.000	0.167	0.167
acera	aθeɾa	aθeɾa	aθˈeɾa	aθeɾa	dict	[]	0.000	0.200	0.000
acerada	aθeɾada	aθeɾaða	ˌaθeɾˈaða	aθeɾada	dict	[]	0.143	0.429	0.000
aceradas	aθeɾadas	aθeɾaðas	ˌaθeɾˈaðas	aθeɾadas	dict	[]	0.125	0.375	0.000
acerado	aθeɾado	aθeɾaðo	ˌaθeɾˈaðo	aθeɾado	dict	[]	0.143	0.429	0.000
acerados	aθeɾados	aθeɾaðos	ˌaθeɾˈaðos	aθeɾados	dict	[]	0.125	0.375	0.000
acerar	aθeɾaɾ	aθeɾaɾ	ˌaθeɾˈaɾ	aθeɾaɾ	dict	[]	0.000	0.333	0.000
aceras	aθeɾas	aθeɾas	aθˈeɾas	aθeɾas	dict	[]	0.000	0.167	0.000
acerba	aθeɾba	aθeɾβa	aθˈeɾβa	aθeɾba	dict	[]	0.167	0.333	0.000
acerbamente	aθeɾbamente	aθeɾβamente	aθˈeɾβamˈente	aθeɾbamente	compound	acerba|mente	0.091	0.273	0.000
acerbas	aθeɾbas	aθeɾβas	aθˈeɾβas	aθeɾbas	dict	[]	0.143	0.286	0.000
acerbidad	aθeɾbidad	aθeɾβiðað	ˌaθeɾβiðˈad	aθeɾbidad	dict	[]	0.333	0.444	0.000
acerbo	aθeɾbo	aθeɾβo	aθˈeɾβo	aθeɾbo	dict	[]	0.167	0.333	0.000
acerbos	aθeɾbos	aθeɾβos	aθˈeɾβos	aθeɾbos	dict	[]	0.143	0.286	0.000
acerca	aθeɾka	aθeɾka	aθˈeɾka	aθeɾka	dict	[]	0.000	0.167	0.000
acercada	aθeɾkada	aθeɾkaða	ˌaθeɾkˈaða	aθeɾkada	dict	[]	0.125	0.375	0.000
acercadas	aθeɾkadas	aθeɾkaðas	ˌaθeɾkˈaðas	aθeɾkadas	dict	[]	0.111	0.333	0.000
acercado	aθeɾkado	aθeɾkaðo	ˌaθeɾkˈaðo	aθeɾkado	dict	[]	0.125	0.375	0.000
acercados	aθeɾkados	aθeɾkaðos	ˌaθeɾkˈaðos	aθeɾkados	dict	[]	0.111	0.333	0.000
acercamiento	aθeɾkamjento	aθeɾkamjento	ˌaθeɾkamjˈɛnto	aθeɾkamʝento	dict	[]	0.000	0.250	0.083
acercamos	aθeɾkamos	aθeɾkamos	ˌaθeɾkˈamos	aθeɾkamos	dict	[]	0.000	0.222	0.000
acercar	aθeɾkaɾ	aθeɾkaɾ	ˌaθeɾkˈaɾ	aθeɾkaɾ	dict	[]	0.000	0.286	0.000
acercarse	aθeɾkaɾse	aθeɾkaɾse	ˌaθeɾkˈaɾse	aθeɾkaɾse	dict	[]	0.000	0.222	0.000
acere	aθeɾe	aθeɾe	aθˈeɾe	aθeɾe	dict	[]	0.000	0.200	0.000
acerería	aθeɾeɾia	aθeɾeˈria	ˌaθeɾeɾˈia	aθeɾeɾia	compound	acere|ría	0.250	0.250	0.000
acerezado	aθeɾeθado	aθereθaðo	ˌaθeɾeθˈaðo	aθeɾeθado	compound	ace|rezado	0.222	0.333	0.000
acerico	aθeɾiko	aθeɾiko	ˌaθeɾˈiko	aθeɾiko	dict	[]	0.000	0.286	0.000
acerillo	aθeɾiʝo	aθeɾiʎo	ˌaθeɾˈiʎo	aθeɾiʎo	dict	[]	0.143	0.429	0.143
acerina	aθeɾina	aθeɾina	ˌaθeɾˈina	aθeɾina	dict	[]	0.000	0.286	0.000
acero	aθeɾo	aθeɾo	aθˈeɾo	aθeɾo	dict	[]	0.000	0.200	0.000
acerola	aθeɾola	aθeɾola	ˌaθeɾˈola	aθeɾola	dict	[]	0.000	0.286	0.000
acerolas	aθeɾolas	aθeɾolas	ˌaθeɾˈolas	aθeɾolas	dict	[]	0.000	0.250	0.000
acerolo	aθeɾolo	aθeɾolo	ˌaθeɾˈolo	aθeɾolo	dict	[]	0.000	0.286	0.000
acerrojada	aθeroxada	aθeroxaða	ˌaθeɾɾoxˈaða	aθeroxada	dict	[]	0.111	0.556	0.000
acerrojadas	aθeroxadas	aθeroxaðas	ˌaθeɾɾoxˈaðas	aθeroxadas	dict	[]	0.100	0.500	0.000
acerrojado	aθeroxado	aθeroxaðo	ˌaθeɾɾoxˈaðo	aθeroxado	dict	[]	0.111	0.556	0.000
acerrojados	aθeroxados	aθeroxaðos	ˌaθeɾɾoxˈaðos	aθeroxados	dict	[]	0.100	0.500	0.000
acerrojamiento	aθeroxamjento	aθeroxamjento	ˌaθeɾɾˌoxamjˈɛnto	aθeroxamʝento	compound	acerroja|miento	0.000	0.462	0.077
acerrojar	aθeroxaɾ	aθeroxaɾ	ˌaθeɾɾoxˈaɾ	aθeroxaɾ	dict	[]	0.000	0.500	0.000
acertada	aθeɾtada	aθeɾtaða	ˌaθeɾtˈaða	aθeɾtada	dict	[]	0.125	0.375	0.000
acertadas	aθeɾtadas	aθeɾtaðas	ˌaθeɾtˈaðas	aθeɾtadas	dict	[]	0.111	0.333	0.000
acertado	aθeɾtado	aθeɾtaðo	ˌaθeɾtˈaðo	aθeɾtado	dict	[]	0.125	0.375	0.000
acertados	aθeɾtados	aθeɾtaðos	ˌaθeɾtˈaðos	aθeɾtados	dict	[]	0.111	0.333	0.000
acertadísimo	aθeɾtadisimo	aθertaˈdisimo	ˌaθeɾtaðˈisimo	aθeɾtadisimo	compound	ace|r|ta|dí|si|mo	0.167	0.250	0.000
acertamos	aθeɾtamos	aθeɾtamos	ˌaθeɾtˈamos	aθeɾtamos	dict	[]	0.000	0.222	0.000
acertando	aθeɾtando	aθeɾtando	ˌaθeɾtˈando	aθeɾtando	dict	[]	0.000	0.222	0.000
acertante	aθeɾtante	aθertante	ˌaθeɾtˈante	aθeɾtante	compound	ace|r|tan|te	0.111	0.222	0.000
acertar	aθeɾtaɾ	aθeɾtaɾ	ˌaθeɾtˈaɾ	aθeɾtaɾ	dict	[]	0.000	0.286	0.000
acertara	aθeɾtaɾa	aθeɾtaɾa	ˌaθeɾtˈaɾa	aθeɾtaɾa	dict	[]	0.000	0.250	0.000
acertaras	aθeɾtaɾas	aθeɾtaɾas	ˌaθeɾtˈaɾas	aθeɾtaɾas	dict	[]	0.000	0.222	0.000
acertareis	aθeɾtaɾeis	aθeɾtaɾeis	ˌaθeɾtˈaɾeɪs	aθeɾtaɾeis	dict	[]	0.000	0.300	0.000
acertaremos	aθeɾtaɾemos	aθeɾtaɾemos	ˌaθeɾtaɾˈemos	aθeɾtaɾemos	dict	[]	0.000	0.182	0.000
acertares	aθeɾtaɾes	aθeɾtaɾes	ˌaθeɾtˈaɾes	aθeɾtaɾes	dict	[]	0.000	0.222	0.000
acertará	aθeɾtaɾa	aθeɾtaˈɾa	ˌaθeɾtaɾˈa	aθeɾtaɾa	dict	[]	0.125	0.250	0.000
acertarás	aθeɾtaɾas	aθeɾtaˈɾas	ˌaθeɾtaɾˈas	aθeɾtaɾas	dict	[]	0.111	0.222	0.000
acertaríamos	aθeɾtaɾiamos	aθeɾtaˈɾiamos	ˌaθeɾtaɾˈiamos	aθeɾtaɾiamos	dict	[]	0.083	0.167	0.000
acertaste	aθeɾtaste	aθeɾtaste	ˌaθeɾtˈaste	aθeɾtaste	dict	[]	0.000	0.222	0.000
acertemos	aθeɾtemos	aθeɾtemos	ˌaθeɾtˈemos	aθeɾtemos	dict	[]	0.000	0.222	0.000
acertijo	aθeɾtixo	aθeɾtixo	ˌaθeɾtˈixo	aθeɾtixo	dict	[]	0.000	0.250	0.000
acertáramos	aθeɾtaɾamos	aθeˈɾtaɾamos	ˌaθeɾtˈaɾamos	aθeɾtaɾamos	dict	[]	0.091	0.182	0.000
acervada	aθeɾbada	aθerbada	ˌaθeɾβˈaða	aθeɾbada	compound	ace|r|va|da	0.125	0.500	0.000
acervadas	aθeɾbadas	aθerbadas	ˌaθeɾβˈaðas	aθeɾbadas	compound	ace|r|va|das	0.111	0.444	0.000
acervado	aθeɾbado	aθerbaðo	ˌaθeɾβˈaðo	aθeɾbado	compound	ace|r|vado	0.250	0.500	0.000
acervados	aθeɾbados	aθerbaðos	ˌaθeɾβˈaðos	aθeɾbados	compound	ace|r|vados	0.222	0.444	0.000
acervando	aθeɾbando	aθerbando	ˌaθeɾβˈando	aθeɾbando	compound	ace|r|van|do	0.111	0.333	0.000
acervo	aθeɾbo	aθeɾβo	aθˈeɾβo	aθeɾbo	dict	[]	0.167	0.333	0.000
acería	aθeɾia	aθeˈɾia	ˌaθeɾˈia	aθeɾia	dict	[]	0.167	0.333	0.000
acetada	aθetada	aθetada	ˌaθetˈaða	aθetada	compound	aceta|da	0.000	0.429	0.000
acetadas	aθetadas	aθetadas	ˌaθetˈaðas	aθetadas	compound	aceta|das	0.000	0.375	0.000
acetado	aθetado	aθetado	ˌaθetˈaðo	aθetado	compound	aceta|do	0.000	0.429	0.000
acetados	aθetados	aθetados	ˌaθetˈaðos	aθetados	compound	aceta|dos	0.000	0.375	0.000
acetal	aθetal	aθetal	ˌaθetˈal	aθetal	compound	aceta|l	0.000	0.333	0.000
acetaldehído	aθetaldeido	aθetaldeˈiðo	ˌaθetˌalðeˈiðo	aθetaldeiido	compound	ace|t|aldehído	0.182	0.455	0.091
acetaminofeno	aθetaminofeno	aθetaminofeno	ˌaθetˌaminofˈeno	aθetaminofeno	compound	aceta|mino|fe|no	0.000	0.231	0.000
acetato	aθetato	aθetato	ˌaθetˈato	aθetato	dict	[]	0.000	0.286	0.000
acetifica	aθetifika	aθetifika	ˌaθetifˈika	aθetifika	dict	[]	0.000	0.222	0.000
acetificada	aθetifikada	aθetifikaða	ˌaθetˌifikˈaða	aθetifikada	dict	[]	0.091	0.364	0.000
acetificadas	aθetifikadas	aθetifikaðas	ˌaθetˌifikˈaðas	aθetifikadas	dict	[]	0.083	0.333	0.000
acetificado	aθetifikado	aθetifikaðo	ˌaθetˌifikˈaðo	aθetifikado	dict	[]	0.091	0.364	0.000
acetificados	aθetifikados	aθetifikaðos	ˌaθetˌifikˈaðos	aθetifikados	dict	[]	0.083	0.333	0.000
acetificamos	aθetifikamos	aθetifikamos	ˌaθetˌifikˈamos	aθetifikamos	dict	[]	0.000	0.250	0.000
acetificando	aθetifikando	aθetifikando	ˌaθetˌifikˈando	aθetifikando	dict	[]	0.000	0.250	0.000
acetificar	aθetifikaɾ	aθetifikaɾ	ˌaθetˌifikˈaɾ	aθetifikaɾ	dict	[]	0.000	0.300	0.000
acetificara	aθetifikaɾa	aθetifikaɾa	ˌaθetˌifikˈaɾa	aθetifikaɾa	dict	[]	0.000	0.273	0.000
acetificaras	aθetifikaɾas	aθetifikaɾas	ˌaθetˌifikˈaɾas	aθetifikaɾas	dict	[]	0.000	0.250	0.000
acetificareis	aθetifikaɾeis	aθetifikaɾeis	ˌaθetˌifikˈaɾeɪs	aθetifikaɾeis	dict	[]	0.000	0.308	0.000
acetificaremos	aθetifikaɾemos	aθetifikaɾemos	ˌaθetˌifikaɾˈemos	aθetifikaɾemos	dict	[]	0.000	0.214	0.000
acetificares	aθetifikaɾes	aθetifikaɾes	ˌaθetˌifikˈaɾes	aθetifikaɾes	dict	[]	0.000	0.250	0.000
acetificará	aθetifikaɾa	aθetifikaˈɾa	ˌaθetˌifikaɾˈa	aθetifikaɾa	dict	[]	0.091	0.273	0.000
acetificarás	aθetifikaɾas	aθetifikaˈɾas	ˌaθetˌifikaɾˈas	aθetifikaɾas	dict	[]	0.083	0.250	0.000
acetificaríamos	aθetifikaɾiamos	aθetifikaˈɾiamos	ˌaθetˌifikaɾˈiamos	aθetifikaɾiamos	dict	[]	0.067	0.200	0.000
acetificas	aθetifikas	aθetifikas	ˌaθetifˈikas	aθetifikas	dict	[]	0.000	0.200	0.000
acetificaste	aθetifikaste	aθetifikaste	ˌaθetˌifikˈaste	aθetifikaste	dict	[]	0.000	0.250	0.000
acetifico	aθetifiko	aθetifiko	ˌaθetifˈiko	aθetifiko	dict	[]	0.000	0.222	0.000
acetificáramos	aθetifikaɾamos	aθetifiˈkaɾamos	ˌaθetˌifikˈaɾamos	aθetifikaɾamos	dict	[]	0.071	0.214	0.000
acetifique	aθetifike	aθetifike	ˌaθetifˈike	aθetifike	dict	[]	0.000	0.222	0.000
acetifiquemos	aθetifikemos	aθetifikemos	ˌaθetˌifikˈemos	aθetifikemos	dict	[]	0.000	0.250	0.000
acetifiques	aθetifikes	aθetifikes	ˌaθetifˈikes	aθetifikes	dict	[]	0.000	0.200	0.000
acetil	aθetil	aθetil	ˌaθetˈil	aθetil	compound	ace|ti|l	0.000	0.333	0.000
acetilcolina	aθetilkolina	aθetilkolina	ˌaθetˌilkolˈina	aθetilkolina	compound	ace|ti|l|colina	0.000	0.250	0.000
acetilcolinesterasa	aθetilkolinesteɾasa	aθetilkolinesteɾasa	ˌaθetˌilkolˌinesteɾˈasa	aθetilkolinesteɾasa	compound	ace|ti|l|colines|ter|asa	0.000	0.211	0.000
acetileno	aθetileno	aθetileno	ˌaθetilˈeno	aθetileno	dict	[]	0.000	0.222	0.000
acetilmetadol	aθetilmetadol	aθetilmetadol	ˌaθetˌilmetaðˈol	aθetilmetadol	compound	ace|ti|l|meta|do|l	0.000	0.308	0.000
acetilo	aθetilo	aθetilo	ˌaθetˈilo	aθetilo	dict	[]	0.000	0.286	0.000
acetiltransferasa	aθetiltɾansfeɾasa	aθetiltɾansferasa	ˌaθetˌiltɾansfeɾˈasa	aθetiltɾansfeɾasa	compound	ace|ti|l|t|ra|n|s|fe|rasa	0.059	0.176	0.000
acetiluro	aθetiluɾo	aθetiluro	ˌaθetilˈuɾo	aθetiluɾo	compound	ace|ti|lu|ro	0.111	0.222	0.000
acetiluros	aθetiluɾos	aθetiluros	ˌaθetilˈuɾos	aθetiluɾos	compound	ace|ti|lu|ros	0.100	0.200	0.000
acetofenona	aθetofenona	aθetofenona	ˌaθetˌofenˈona	aθetofenona	compound	ace|to|fe|nona	0.000	0.273	0.000
acetona	aθetona	aθetona	ˌaθetˈona	aθetona	dict	[]	0.000	0.286	0.000
acetosa	aθetosa	aθetosa	ˌaθetˈosa	aθetosa	dict	[]	0.000	0.286	0.000
acetre	aθetɾe	aθetɾe	aθˈetɾe	aθetɾe	dict	[]	0.000	0.167	0.000
acetrero	aθetɾeɾo	aθetɾeɾo	ˌaθetɾˈeɾo	aθetɾeɾo	dict	[]	0.000	0.250	0.000
acetábulo	aθetabulo	aθeˈtaβulo	ˌaθetˈaβulo	aθetabulo	dict	[]	0.222	0.333	0.000
acetímetro	aθetimetɾo	aθeˈtimetɾo	ˌaθetˈimetɾo	aθetimetɾo	dict	[]	0.100	0.200	0.000
acezada	aθeθada	aθeθaða	ˌaθeθˈaða	aθeθada	dict	[]	0.143	0.429	0.000
acezadas	aθeθadas	aθeθaðas	ˌaθeθˈaðas	aθeθadas	dict	[]	0.125	0.375	0.000
acezado	aθeθado	aθeθaðo	ˌaθeθˈaðo	aθeθado	dict	[]	0.143	0.429	0.000
acezados	aθeθados	aθeθaðos	ˌaθeθˈaðos	aθeθados	dict	[]	0.125	0.375	0.000
acezante	aθeθante	aθeθante	ˌaθeθˈante	aθeθante	dict	[]	0.000	0.250	0.000
acezar	aθeθaɾ	aθeθaɾ	ˌaθeθˈaɾ	aθeθaɾ	dict	[]	0.000	0.333	0.000
aceña	aθeɲa	aθeɲa	aθˈeɲa	aθeɲa	compound	a|ceña	0.000	0.200	0.000
achacable	atʃakable	atʃakaβle	ˌatʃakˈaβle	atʃakable	dict	[]	0.111	0.333	0.000
