al	/al/
emisař	/ɛmɪsar̝̊/
emisaři	/ɛmɪsar̝ɪ/
emise	/ɛmɪsɛ/
emise	/ˈɛmɪsɛ/
emisemi	/ɛmɪsɛmɪ/
emisí	/ɛmɪsiː/
emitující	/ˈʔɛ.mɪ.tʊ.jiː.t͡siː/
emka	/ɛmka/
emko	/ɛmko/
emko	/ɛmkɔ/
emoce	/ɛmotsɛ/
emoce	/ɛmɔt͡sɛ/
emocionální	/ɛmotsɪonaːlɲiː/
emocionální	/ɛmɔt͡sɪɔnaːlɲiː/
emodži	/ɪmɛudʒɪ/
emodži	/ɛ.mɔ.d͡ʒɪ/
emotikon	/ɛmotɪkon/
emotikon	/ˈʔɛmɔtɪkɔn/
emotivní	/ɛmotɪvɲiː/
emotivní	/ɛmɔtɪvɲiː/
empatie	/ʔɛmpatɪjɛ/
empatie	/ˈˀɛɱpatɪjɛ/
empirický	/ʔɛmpɪrɪtskiː/
empirický	/ʔɛmpɪrɪt͡skiː/
empora	/ɛmpora/
empora	/ɛmpɔra/
empír	/aːmpiːr/
empír	/ɛmpiːr/
empírový	/aːmpiːroviː/
empírový	/ɛmpiːroviː/
empírový	/ɛmpiːrɔviː/
empírový	/aːmpiːrɔviː/
emu	/ɛmu/
emu	/ɛːɛmuː/
emu	/ˈɛːˈɛmˈuː/
emu	/ʔɛmʊ/
emu	/ɛmʊ/
emzák	/ɛmzaːk/
emzák	/ˈʔɛmzaːk/
emílie	/ɛmiːlɪjɛ/
emíliin	/ɛmiːlɪjɪ̯n/
emča	/ˈʔɛm.t͡ʃa/
emže	/ɛmʒɛ/
en	/ɛn/
en	/ˈʔɛn/
en-	/ɛn/
enceladus	/ɛntsɛladus/
enceladus	/ɛnt͡sɛladʊs/
encyklika	/ˈɛnt͡sɪklɪka/
encyklopedický	/ɛntsɪklopɛdɪtskiː/
encyklopedický	/ɛnt͡sɪklɔpɛdɪt͡skiː/
encyklopedie	/ɛntsɪklopɛdɪjɛ/
encyklopedie	/ɛnt͡sɪklɔpɛdɪjɛ/
encyklopediemi	/ɛntsɪklopɛdɪjɛmɪ/
encyklopediemi	/ɛnt͡sɪklɔpɛdɪjɛmɪ/
encyklopedii	/ɛntsɪklopɛdɪjɪ/
encyklopedii	/ɛnt͡sɪklɔpɛdɪjɪ/
encyklopedií	/ɛntsɪklopɛdɪjiː/
encyklopedií	/ɛnt͡sɪklɔpɛdɪjiː/
encyklopediích	/ɛntsɪklopɛdɪjiːx/
encyklopediích	/ɛnt͡sɪklɔpɛdɪjiːx/
encyklopediím	/ɛntsɪklopɛdɪjiːm/
encyklopediím	/ɛnt͡sɪklɔpɛdɪjiːm/
endemický	/ɛndɛmɪtskiː/
endemický	/ɛndɛmɪt͡skiː/
endemie	/ˈɛndɛmɪjɛ/
endešlus	/ˈʔɛn.dɛ.ʃlʊs/
endivie	/ɛndiːvɪjɛ/
endivie	/ɛndɪvɪjɛ/
endo-	/ɛndɔ/
endocelulární	/ɛndotsɛlulaːrɲiː/
endocelulární	/ˈʔɛndɔˌt͡sɛlʊˌlaːrɲiː/
endogenní	/ɛndogɛɲiː/
endogenní	/ɛndɔgɛɲiː/
endokrinní	/ɛndokrɪnɲiː/
endokrinní	/ɛndɔkr̩ɪnɲiː/
endokrinolog	/ʔɛndokrɪnolok/
endokrinolog	/ˈʔɛndɔkrɪnɔlɔk/
endokrinologie	/ʔɛndokrɪnologɪjɛ/
endokrinologie	/ˈʔɛndɔkrɪnɔlɔgɪjɛ/
endokrinoložka	/ʔɛndokrɪnoloʃka/
endokrinoložka	/ˈʔɛndɔkrɪnɔlɔʃka/
endomorfismus	/ɛndɔmɔrfɪsmʊs/
endoprotéz	/ɛndɔprɔtɛːs/
endoprotéza	/ɛndɔprɔtɛːza/
endorfin	/ɛndorfɪn/
endorfin	/ˈʔɛn.dɔrfɪn/
endoskop	/ɛndoskop/
endoskop	/ɛndɔskɔp/
endoskopický	/ɛndoskopɪtskiː/
endoskopický	/ɛndɔskɔpɪt͡skiː/
endoskopie	/ɛndoskopɪjɛ/
endoskopie	/ɛndɔskɔpɪjɛ/
endotel	/ɛndotɛl/
endotel	/ɛndɔtɛl/
endotermický	/ɛndotɛrmɪtskiː/
endotermický	/ɛndɔtɛrmɪt͡skiː/
endotermní	/ɛndotɛrmɲiː/
endotermní	/ɛndɔtɛrmɲiː/
endtová	/ʔɛntovaː/
endtová	/ʔɛnttovaː/
endtová	/ˈʔɛntɔvaː/
endtová	/ˈʔɛnttɔvaː/
enem	/ɛnɛm/
enema	/ɛnɛma/
energetický	/ɛnɛrgɛtɪtskiː/
energetický	/ɛnɛrgɛtɪt͡skiː/
energetika	/ʔɛnɛrgɛtɪka/
energetika	/ˈʔɛnɛrgɛtɪka/
energetiku	/ɛnɛrgɛtɪku/
energetiky	/ʔɛnɛrgɛtɪkɪ/
energeťák	/ɛnɛrgɛcaːk/
energický	/ɛnɛrgɪtskiː/
energický	/ɛnɛrgɪt͡skiː/
energie	/ɛnɛrgɪjɛ/
energiťák	/ɛnɛrgɪcaːk/
enervovaný	/ɛnɛrvovaniː/
enervovaný	/ɛnɛrvɔvaniː/
enfiláda	/ɛnfɪlaːda/
engelbertův	/ɛnglbɛrtuːf/
engelbertův	/ɛŋgl̩bɛrtuːf/
enka	/ɛnka/
enka	/ɛŋka/
enklitikon	/ˈʔɛŋklɪtɪkɔn/
enkláva	/ɛnklaːva/
enkláva	/ɛŋklaːva/
enko	/ɛnko/
enko	/ɛŋkɔ/
enologie	/ɛnologɪjɛ/
enologie	/ɛnɔlɔgɪjɛ/
enormní	/ɛnormɲiː/
enormní	/ˈʔɛ.nɔr.mɲiː/
enterokok	/ɛntɛrokok/
enterokok	/ɛntɛrɔkɔk/
enthusiasmus	/ɛntuzɪjazmus/
enthusiasmus	/ɛntʊzɪjazmʊs/
entita	/ʔɛntɪta/
entita	/ˈ(ʔ)ɛn.tɪˌta/
entity	/ɛntɪtɪ/
entomofilie	/ɛntomofɪlɪjɛ/
entomofilie	/ɛntɔmɔfɪlɪjɛ/
entomogamie	/ɛntomogamɪjɛ/
entomogamie	/ɛntɔmɔgamɪjɛ/
entomolog	/ɛntomolok/
entomolog	/ˈʔɛntɔmɔlɔk/
entomologický	/ɛntomologɪtskiː/
entomologický	/ɛntɔmɔlɔgɪt͡skiː/
entomologie	/ɛntomologɪɛ/
entomologie	/ɛntɔmɔlɔgɪɛ/
entomology	/ɛntomologɪ/
entomology	/ɛntɔmɔlɔgɪ/
entomoložka	/ɛntɔmɔlɔʃka/
entusiasmus	/ɛntuzɪjazmus/
entusiasmus	/ɛntʊzɪjazmʊs/
entuziasmus	/ɛntuzɪjazmus/
entuziasmus	/ɛntʊzɪjazmʊs/
entuziazmus	/ɛntuzɪjazmus/
entuziazmus	/ɛntʊzɪjazmʊs/
enumerace	/ɛnumɛratsɛ/
enumerace	/ɛnʊmɛrat͡sɛ/
environmentalismus	/ˈʔɛn.vɪrɔnmɛnˌtalɪzmus/
environmentalista	/ˈʔɛn.vɪrɔnmɛnˌtalɪsta/
environmentalistika	/ɛnvɪronmɛntalɪstɪka/
environmentalistika	/ɛnvɪrɔnmɛntalɪstɪka/
environmentální	/ɛnvɪronmɛntaːlniː/
environmentální	/ɛnvɪrɔnmɛntaːlniː/
enzym	/ɛnzɪm/
enzyme	/ɛnzɪmɛ/
eon	/ɛon/
eon	/ɛɔn/
ep-	/ɛp/
epaxiální	/ɛpaksɪaːlɲiː/
epe	/ˈʔɛpɛ/
epech	/ɛpɛx/
epesní	/ˈʔɛ.pɛ.sɲiː/
epi-	/ʔɛpɪ/
epicentrem	/ɛpɪt͡sɛntrɛm/
epicentru	/ɛpɪt͡sɛntrʊ/
epicentrum	/ɛpɪtsɛntrum/
epicentrum	/ˈɛpɪt͡sɛntrʊm/
epidemická	/ɛpɪdɛmɪt͡skaː/
epidemie	/ɛpɪdɛmɪjɛ/
epidemii	/ɛpɪdɛmɪjɪ/
epidemioložka	/ɛpɪdɛmɪjɔlɔʃka/
epidemií	/ɛpɪdɛmɪjiː/
epiderm	/ɛpɪdɛrm/
epiderm	/ˈʔɛ.pɪ.dɛrm/
epidermis	/ɛpɪdɛrmɪs/
epidermis	/ˈʔɛ.pɪ.dɛr.mɪs/
epidermální	/ɛpɪdɛrmaːlɲiː/
epidermální	/ˈʔɛ.pɪ.dɛr.maːl.ɲiː/
epifyt	/ɛpɪfɪt/
epifytní	/ɛpɪfɪtɲiː/
epigrafika	/ɛpɪgrafɪka/
epigram	/ɛpɪgram/
epilepsie	/ɛpɪlɛpsɪjɛ/
epileptický	/ɛpɪlɛptɪtskiː/
epileptický	/ɛpɪlɛptɪt͡skiː/
epileptik	/ɛpɪlɛptɪk/
epileptička	/ɛpɪlɛptɪt͡ʃka/
epilog	/ɛpɪlok/
epilog	/ɛpɪlɔk/
epimorfismus	/ɛpɪmɔrfɪsmʊs/
epinefrin	/ɛpɪnɛfrɪn/
episkopální	/ʔɛpɪskopaːlɲiː/
episkopální	/ˈʔɛpɪskɔpaːlɲiː/
episkopátní	/ɛpɪskopaːtɲiː/
episkopátní	/ɛpɪskɔpaːtɲiː/
epistemologie	/ɛpɪstɛmɔlɔgɪɛ/
epistolární	/ɛpɪstolaːrɲiː/
epistolární	/ɛpɪstɔlaːrɲiː/
epistulární	/ɛpɪstulaːrɲiː/
epistulární	/ɛpɪstʊlaːrɲiː/
epitel	/ɛpɪtɛl/
epitelový	/ɛpɪtɛloviː/
epitelový	/ɛpɪtɛlɔviː/
epithel	/ɛpɪtɦɛl/
epithelový	/ɛpɪtɛloviː/
epithelový	/ɛpɪtɛlɔviː/
epizod	/ɛpɪzot/
epizod	/ɛpɪzɔt/
epizoda	/ɛpɪzoda/
epizoda	/ɛpɪzɔda/
epičnost	/ɛpɪt͡ʃnɔst/
epištola	/ɛpɪʃtola/
epištola	/ɛpɪʃtɔla/
epištolář	/ɛpɪʃtolaːr̝/
epištolář	/ɛpɪʃtɔlaːr̝̊/
epka	/ʔɛpka/
epka	/ˈʔɛpka/
epocha	/ɛpɔxa/
epochální	/ˈʔɛ.pɔ.xal.ɲɪː/
eponym	/ɛpɔnɪm/
eponymní	/ɛpɔnɪmɲiː/
eponymos	/ɛpɔnɪmɔs/
epos	/ɛpos/
epos	/ˈʔɛpɔs/
epoxid	/ˈʔɛ.pɔ.ksɪt/
epoxidový	/ɛpɔksɪdɔviː/
epu	/ɛpu/
epu	/ɛpʊ/
epy	/ɛpɪ/
epů	/ɛpuː/
epům	/ɛpuːm/
er	/ʔɛr/
er	/ʔˈɛr/
eradikace	/ʔɛradɪkatsɛ/
eradikace	/ˈʔɛradɪkat͡sɛ/
erasmovský	/ʔɛrazmofskiː/
erasmovský	/ˈʔɛrazmɔfskiː/
erasmák	/ʔɛrazmaːk/
erasmák	/ˈʔɛrazmaːk/
erb	/ɛrp/
erbech	/ɛrbɛx/
erbem	/ɛrbɛm/
erben	/ɛrbɛn/
erbenův	/ɛrbɛnuːf/
erbium	/ɛrbɪjum/
erbium	/ɛrbɪjʊm/
erbu	/ɛrbu/
erbu	/ɛrbʊ/
erby	/ɛrbɪ/
erbů	/ɛrbuː/
erbům	/ɛrbuːm/
erdelteriér	/ʔɛrdɛltɛrɪjɛːr/
erdelteriér	/ˈʔɛrdɛlˌtɛrɪjɛːr/
erdoğanovský	/ʔɛrdoganofskiː/
erdoğanovský	/ˈʔɛrdɔganɔfskiː/
erdoğanovský	/ˈʔɛrdɔanɔfskiː/
erdősův	/ɛrdɛːʃuːf/
erdősův	/ɛrdøːʃuːf/
erekce	/ɛrɛktsɛ/
erekce	/ɛrɛkt͡sɛ/
eremita	/ʔɛrɛmɪta/
eremita	/ˀˈɛrɛmɪta/
erfurtský	/ɛrfurtskiː/
erfurtský	/ɛrfʊrtskiː/
ergonomický	/ɛrgonomɪtskiː/
ergonomický	/ɛrgɔnɔmɪt͡skiː/
ergonomie	/ɛrgonomɪjɛ/
ergonomie	/ɛrgɔnɔmɪjɛ/
eridanus	/ɛrɪdanus/
eridanus	/ɛrɪdanʊs/
erigovaný	/ɛrɪgovaniː/
erigovaný	/ɛrɪgɔvaniː/
erik	/ɛrɪk/
erika	/ɛrɪka/
erikův	/ɛrɪkuːf/
erin	/ɛrɪn/
erinka	/ɛrɪŋka/
erinčin	/ɛrɪnt͡ʃɪn/
eritrea	/ɛrɪtrɛa/
eritrejec	/ɛrɪtrɛjɛt͡s/
eritrejka	/ɛrɪtrɛjka/
eritrejský	/ɛrɪtrɛjskiː/
eričin	/ɛrɪt͡ʃɪn/
erička	/ɛrɪt͡ʃka/
eriččin	/ɛrɪt͡ʃt͡ʃɪn/
erka	/ɛrka/
erko	/ɛrko/
erko	/ɛrkɔ/
erna	/ɛrna/
eroticky	/ɛrotɪtskɪ/
eroticky	/ɛrɔtɪt͡skɪ/
erotický	/ɛrotɪtskiː/
erotický	/ɛrɔtɪt͡skiː/
erotických	/ɛrotɪtskiːx/
erotických	/ɛrɔtɪt͡skiːx/
erotika	/ɛrotɪka/
erotika	/ɛrɔtɪka/
erotičtěji	/ɛrotɪtʃcɛjɪ/
erotičtěji	/ɛrɔtɪt͡ʃcɛjɪ/
erotogenní	/ɛrotogɛɲiː/
erotogenní	/ɛrɔtɔgɛɲiː/
eroze	/ɛrozɛ/
eroze	/ɛrɔzɛ/
erozivita	/ɛrozɪvɪta/
erozivita	/ɛrɔzɪvɪta/
errata	/ɛrata/
error	/ˈɛror/
errorem	/ʔɛrɔrɛm/
erteplačka	/ɛrtɛplatʃka/
erteplačka	/ɛrtɛplat͡ʃka/
erteple	/ɛrtɛplɛ/
erteple	/ˈɛrtɛplɛ/
erudovaný	/ɛrudovaniː/
erudovaný	/ˈɛrʊdovaniː/
erupce	/ʔɛruptsɛ/
erupce	/ˈʔɛrʊpt͡sɛ/
erytrocyt	/ɛrɪtrotsɪt/
erytrocyt	/ɛrɪtrɔt͡sɪt/
erzeta	/ɛrzɛta/
erár	/ɛraːr/
erča	/ɛrt͡ʃa/
erčin	/ɛrt͡ʃɪn/
es	/ɛs/
escudo	/ɛskudo/
escudo	/ɛskʊdɔ/
esej	/ɛsɛj/
esemeska	/ɛsɛmɛska/
esemeskovat	/ɛsɛmɛskovat/
esemeskovat	/ˈɛsɛmɛskɔvat/
esenbák	/ʔɛsɛmbaːk/
esenbák	/ˈʔɛ.sɛm.baːk/
esenciální	/ˈʔɛ.sɛn.t͡sɪ.jaːl.ɲiː/
eseróčko	/ɛsɛroːtʃko/
eseróčko	/ɛsɛrɔːt͡ʃkɔ/
esesák	/ʔɛsɛsaːk/
esesák	/ˈʔɛsɛsaːk/
eskadra	/ɛskadra/
eskimákův	/ɛskɪmaːkuːf/
esko	/ɛsko/
esko	/ɛskɔ/
eskorta	/ɛskorta/
eskorta	/ɛskɔrta/
eskortovat	/ɛskortovat/
eskortovat	/ɛskɔrtɔvat/
eskymákův	/ɛskɪmaːkuːf/
esli	/ɛslɪ/
eslipak	/ˈʔɛ.slɪ.pak/
eso	/ɛso/
eso	/ˈʔɛ.sɔ/
esoterický	/ɛzotɛrɪtskiː/
esoterický	/ɛzɔtɛrɪt͡skiː/
esovitý	/ɛsovɪtiː/
esovitý	/ɛsɔvɪtiː/
esovka	/ˈɛsɔfka/
esperanto	/ɛspɛranto/
esperanto	/ɛspɛrantɔ/
esperantský	/ɛspɛrantskiː/
esperantský	/ɛspɛrant͡skiː/
espresso	/ɛsprɛso/
espresso	/ɛsprɛsɔ/
espézetka	/ɛspɛːzɛtka/
espézetka	/ˈʔɛspɛːzɛtka/
est	/ɛst/
establishment	/ʔɛstablɪʃmɛnt/
establishment	/ˈʔɛstablɪʃmɛnt/
estakáda	/ɛstakaːda/
estakáda	/ˈʔɛ.sta.kaː.da/
ester	/ɛstɛr/
ester	/ˈɛstɛr/
esterázy	/ɛstɛraːzɪ/
estetický	/ɛstɛtɪtskiː/
estetický	/ɛstɛtɪt͡skiː/
estetika	/ɛstɛtɪka/
esteřin	/ɛstɛr̝ɪn/
estimace	/ˈʔɛ.stɪ.ma.t͡sɛ/
estonec	/ʔɛstonɛts/
estonec	/ˈʔɛstɔnɛt͡s/
estonka	/ʔɛstonka/
estonka	/ˈʔɛstɔŋka/
estonsko	/ɛstonsko/
estonsko	/ɛstɔnskɔ/
estonsky	/ɛstonskɪ/
estonsky	/ɛstɔnskɪ/
estonská republika	/ɛstɔnskaː rɛpʊbl̩ɪka/
estonského	/ɛstonskɛːɦo/
estonského	/ɛstɔnskɛːɦɔ/
estonský	/ɛstonskiː/
estonský	/ˈʔɛstɔnskiː/
estonština	/ʔɛstonʃcɪna/
estonština	/ˈʔɛstɔnʃcɪna/
estragon	/ɛstragon/
estragon	/ɛstragɔn/
estragonový	/ɛstragonoviː/
estragonový	/ɛstragɔnɔviː/
estrogen	/ɛstrogɛn/
estrogen	/ɛstrɔgɛn/
estráda	/ˈʔɛ.straː.da/
estuárium	/ɛstuaːrɪum/
estuárium	/ɛstʊaːrɪʊm/
estébačka	/ɛstɛːbatʃka/
estébačka	/ˈʔɛ.stɛː.ba.t͡ʃka/
estébáci	/ʔɛstɛːbaːtsɪ/
estébáci	/ˈʔɛstɛːbaːt͡sɪ/
estébácký	/ʔɛstɛːbaːtskiː/
estébácký	/ˈʔɛ.stɛː.baː.t͡skiː/
estébáctví	/ɛstɛːbaːtstviː/
estébáctví	/ˈʔɛ.stɛː.baː.t͡stviː/
estébák	/ɛstɛːbaːk/
estébák	/ˈʔɛ.stɛː.baːk/
estébáků	/ʔɛstɛːbaːkuː/
estébákův	/ɛstɛːbaːkuːf/
estébákův	/ˈʔɛ.stɛː.baː.kuːf/
estébé	/ˈʔɛs.tɛː.bɛː/
esák	/ɛsaːk/
esíčko	/ɛsiːtʃko/
esíčko	/ɛsiːt͡ʃkɔ/
etamín	/ɛtamiːn/
etamínový	/ɛtamiːnoviː/
etamínový	/ɛtamiːnɔviː/
etan	/ɛtan/
etanal	/ɛtanal/
etanol	/ɛtanol/
etanol	/ɛtanɔl/
etap	/ɛtap/
etapa	/ɛtapa/
etapový	/ɛtapɔviː/
etapě	/ɛtapjɛ/
etažérka	/ɛtaʃɛːrka/
etažérka	/ˈʔɛtaʒɛːrka/
eternit	/ˈʔɛ.tɛr.nɪt/
ethan	/ʔɛtan/
ethan	/ˈʔɛtan/
etický	/ɛtɪtskiː/
etický	/ɛtɪt͡skiː/
etika	/ɛtɪka/
etiketa	/ɛtɪkɛta/
etiketě	/ʔɛtɪkɛcɛ/
etiologie	/ʔɛtɪjologɪjɛ/
etiologie	/ˈʔɛtɪjɔlɔgɪjɛ/
etiopan	/ɛtoɪɔpan/
etiopanka	/ɛtɪɔpaŋka/
etiopie	/ɛtɪopɪjɛ/
etiopie	/ɛtɪɔpɪjɛ/
etiopská federativní demokratická republika	/ɛtɪɔpskaː fɛdɛratɪvɲiː dɛmɔkratɪt͡skaː rɛpʊblɪka/
etiopský	/ɛtɪjopskiː/
etiopský	/ɛtɪjɔpskiː/
etnickou	/ʔɛtnɪtskou/
etnickou	/ʔɛtnɪt͡skɔʊ̯/
etnické	/ɛtnɪtskɛː/
etnické	/ɛtnɪt͡skɛː/
etnický	/ɛtnɪtskiː/
etnický	/ˈʔɛtnɪt͡skiː/
etnikum	/ˈʔɛ.tnɪ.kʊm/
etnolog	/ɛtnolok/
etnolog	/ɛtnɔlɔk/
etnologický	/ɛtnologɪtskiː/
etnologický	/ɛtnɔlɔgɪt͡skiː/
etnologie	/ɛtnologɪɛ/
etnologie	/ɛtnɔlɔgɪɛ/
etnoložka	/ɛtnoloʃka/
etnoložka	/ɛtnɔlɔʃka/
etologický	/ɛtologɪtskiː/
etologický	/ɛtɔlɔgɪt͡skiː/
etologie	/ɛtologɪjɛ/
etologie	/ɛtɔlɔgɪjɛ/
etuje	/ɛtujɛ/
etuje	/ɛtʊjɛ/
etyl	/ɛtɪl/
etylalkohol	/ɛtɪlalkoɦol/
etylalkohol	/ɛtɪl.alkɔɦɔl/
etylen	/ˈʔɛtɪlɛn/
etylen	/ˈʔɛtɪlɛːn/
etymolog	/ɛtɪmolok/
etymolog	/ɛtɪmɔlɔk/
etymologie	/ʔɛtɪmologɪjɛ/
etymologie	/ˈʔɛtɪmɔlɔgɪjɛ/
etymoložka	/ɛtɪmoloʃka/
etymoložka	/ɛtɪmɔlɔʃka/
etzler	/ʔɛtslɛr/
etzler	/ˈʔɛt͡slɛr/
eu	/ɛːuː/
eu	/ɛː uː/
eu-	/ɛʊ̯/
eucharistie	/euxarɪstɪjɛ/
eucharistie	/ˈʔɛʊ̯.xaˌrɪs.tɪjɛ/
eufemicky	/ˈʔɛʊ̯.fɛmɪt͡skɪ/
eufemismus	/eufɛmɪzmus/
eufemismus	/ˈɛʊ̯.fɛˌmɪ.zmʊs/
eufemizmus	/ɛufɛmɪzmus/
eufemizmus	/ˈɛʊfɛmɪzmʊs/
eufrat	/eufrat/
eufrat	/ɛʊ̯frat/
eufratský	/eufratskiː/
eufratský	/ɛʊ̯fratskiː/
eukalyptus	/eukalɪptus/
eukalyptus	/ɛʊ̯kalɪptʊs/
eukaryotický	/ʔeukarɪjotɪtskiː/
eukaryotický	/ˈʔɛʊ̯karɪjɔtɪt͡skiː/
euler	/ojlɛr/
euler	/ɔjlɛr/
eunuch	/eunux/
eunuch	/ˈʔɛʊ̯nʊx/
eurasie	/euraːzɪjɛ/
eurasie	/ɛʊ̯raːzɪjɛ/
euro	/euro/
euro	/ɛuro/
euro	/ɛʊrɔ/
euro	/ɛʊ̯rɔ/
euro-	/ɛuro/
euro-	/ɛʊrɔ/
eurobond	/ɛurobont/
eurobond	/ɛʊrɔbɔnt/
eurodotace	/eurodotatsɛ/
eurodotace	/ɛʊ̯rɔdɔtat͡sɛ/
eurojazyk	/eurojazɪk/
eurojazyk	/ɛʊ̯rɔjazɪk/
eurokomisař	/ɛurokomɪsar̝/
eurokomisař	/ɛʊrɔkɔmɪsar̝̊/
eurokomisaře	/ɛurokomɪsar̝ɛ/
eurokomisaře	/ɛʊrɔkɔmɪsar̝ɛ/
eurokomisařem	/ɛurokomɪsar̝ɛm/
eurokomisařem	/ɛʊrɔkɔmɪsar̝ɛm/
eurokomisařka	/ɛurokomɪsar̝ka/
eurokomisařka	/ɛʊrɔkɔmɪsar̝̊ka/
euronest	/ɛuronɛst/
euroobal	/euroobal/
euroobal	/ɛʊ̯rɔɔbal/
europa	/ɛuropa/
europa	/eʊrɔpa/
europadák	/ɛuropadaːk/
europadák	/ɛʊrɔpadaːk/
europadáku	/ɛuropadaːku/
europadáku	/ɛʊrɔpadaːkʊ/
europium	/europɪjum/
europium	/ɛʊ̯rɔpɪjʊm/
europoslance	/ɛuroposlantsɛ/
europoslance	/ɛʊrɔpɔslant͡sɛ/
europoslancem	/ɛuroposlantsɛm/
europoslancem	/ɛʊrɔpɔslant͡sɛm/
europoslanci	/ɛuroposlantsɪ/
europoslanci	/ɛʊrɔpɔslant͡sɪ/
europoslancovi	/ɛuroposlantsovɪ/
europoslancovi	/ɛʊrɔpɔslant͡sɔvɪ/
europoslancích	/ɛuroposlantsiːx/
europoslancích	/ɛʊrɔpɔslant͡siːx/
europoslanců	/ɛuroposlantsuː/
europoslanců	/ɛʊrɔpɔslant͡suː/
europoslancům	/ɛuroposlantsuːm/
europoslancům	/ɛʊrɔpɔslant͡suːm/
europoslanec	/ɛuroposlanɛts/
europoslanec	/ɛʊrɔpɔslanɛt͡s/
europoslanecká	/ɛʊ̯rɔpɔslanɛt͡skaː/
europoslanecký	/europoslanɛtskiː/
europoslanecký	/ɛʊ̯rɔpɔslanɛt͡skiː/
europoslankyně	/ɛuroposlankɪɲɛ/
europoslankyně	/ɛʊrɔpɔslaŋkɪɲɛ/
europoslanče	/ɛuroposlantʃɛ/
europoslanče	/ɛʊrɔpɔslant͡ʃɛ/
eurovolby	/ɛurovolbɪ/
eurovolby	/ɛʊrɔvɔlbɪ/
eurozóna	/ɛurozoːna/
eurozóna	/eʊrɔzɔːna/
eurozóny	/ɛurozoːnɪ/
eurozóny	/eʊrɔzɔːnɪ/
eurošlamastyka	/euroʃlamastɪka/
euryekní	/eurɪɛkɲiː/
euryekní	/ɛʊ̯rɪ.ɛkɲiː/
euryvalentní	/eurɪvalɛntɲiː/
euryvalentní	/ɛʊ̯rɪvalɛntɲiː/
eustachova trubice	/ˈɛʊ̯staxɔva ˌtrʊbɪt͡sɛ/
eustachův	/ʔeustaxuːf/
eustachův	/ˈʔɛʊ̯staxuːf/
eustác	/ɛustaːts/
eustác	/ɛʊstaːt͡s/
eutanazie	/ʔeutanaːzɪjɛ/
eutanazie	/ˈʔɛʊ̯tanaːzɪjɛ/
eutanazie	/ˈʔɛʊ̯tanazɪjɛ/
eutanázie	/ˈʔɛʊ̯tanaːzɪjɛ/
eva	/ɛva/
evakuace	/ɛvakuatsɛ/
evakuace	/ɛvakʊat͡sɛ/
evakuacemi	/ɛvakuatsɛmɪ/
evakuacemi	/ɛvakʊat͡sɛmɪ/
evakuaci	/ɛvakuatsɪ/
evakuaci	/ɛvakʊat͡sɪ/
evakuací	/ɛvakuatsiː/
evakuací	/ɛvakʊat͡siː/
evakuacích	/ɛvakuatsiːx/
evakuacích	/ɛvakʊat͡siːx/
evakuacím	/ɛvakuatsiːm/
evakuacím	/ɛvakʊat͡siːm/
evakuační	/ɛvakuatʃɲiː/
evakuační	/ˈʔɛvakʊat͡ʃɲiː/
evakuovala	/ɛvakuovala/
evakuovala	/ɛvakʊɔvala/
evakuovat	/ɛvakuovat/
evakuovat	/ɛvakʊɔvat/
evakuovati	/ɛvakuovacɪ/
evakuovati	/ɛvakʊɔvacɪ/
evakuováno	/ɛvakuovaːno/
evakuováno	/ɛvakʊɔvaːnɔ/
evakuovány	/ɛvakuovaːnɪ/
evakuovány	/ɛvakʊɔvaːnɪ/
evangelický	/ɛvangɛlɪtskiː/
evangelický	/ɛvaŋgɛlɪt͡skiː/
evangelium	/ɛvangɛlɪum/
evangelium	/ɛvaŋgɛlɪʊm/
evangeliář	/ɛvangɛlɪjaːr̝/
evangeliář	/ɛvaŋgɛlɪjaːr̝̊/
evaporace	/ɛvaporatsɛ/
evaporace	/ɛvapɔrat͡sɛ/
evelína	/ɛvɛliːna/
evelína	/ˈʔɛvɛliːna/
event	/ˈʔɛ.vɛnt/
event	/ˈʔɪ.vɛnt/
eventuální	/ɛvɛntuaːlɲiː/
eventuální	/ɛvɛntʊaːlɲiː/
eventuálně	/ɛvɛntuaːlɲɛ/
eventuálně	/ɛvɛntʊaːlɲɛ/
eveština	/ɛvɛʃcɪna/
evidence	/ɛvɪdɛntsɛ/
evidence	/ɛvɪdɛnt͡sɛ/
evidenci	/ɛvɪdɛntsɪ/
evidenci	/ɛvɪdɛnt͡sɪ/
evidentní	/ɛvɪdɛntɲiː/
evidentně	/ɛvɪdɛntɲɛ/
evidovat	/ɛvɪdovat/
evidovat	/ˈɛvɪdɔvat/
evidovány	/ɛvɪdovaːnɪ/
evidovány	/ɛvɪdɔvaːnɪ/
eviduje	/ɛvɪdʊjɛ/
evidujeme	/ɛvɪdujɛmɛ/
evidujeme	/ɛvɪdʊjɛmɛ/
evidují	/ɛvɪdujiː/
evidují	/ɛvɪdʊjiː/
evin	/ɛvɪn/
evják	/ɛvjaːk/
evoluce	/ˈʔɛvɔlʊt͡sɛ/
evoluční	/ɛvolutʃɲiː/
evoluční	/ˈʔɛvɔlʊt͡ʃɲiː/
evropa	/ɛvropa/
evropa	/ɛvrɔpa/
evropan	/ɛvropan/
evropan	/ɛvrɔpan/
evropance	/ɛvrɔpant͡sɛ/
evropanek	/ɛvrɔpanɛk/
evropanem	/ɛvropanɛm/
evropanem	/ɛvrɔpanɛm/
